"sponsor","district","party","number","short_description","chamber","last_action","last_action_date"
"Matt Murphy","27","R","SB3526","BD HIGHER ED-BIG 10 COMMISSION","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB3532","MHDDC-INVOLUNTARY ADMISSION","S","Public Act . . . . . . . . . 98-0853","8/1/2014"
"Matt Murphy","27","R","SB3533","COURSE CHOICE IN EDUCATION","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SB3534","CHICAGO OPPORTUNITY SCHOLARSHP","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SR145","MEMORIAL - JAMES REED","S","Resolution Adopted","3/7/2013"
"Matt Murphy","27","R","SR173","MEMORIAL SUZY YEHL MARTA","S","Resolution Adopted","3/21/2013"
"Matt Murphy","27","R","SR174","MEMORIAL JOHN GIOVANNONI","S","Resolution Adopted","3/21/2013"
"Matt Murphy","27","R","SR236","LUNG CANCER AWARENESS MONTH","S","Resolution Adopted","5/30/2013"
"Matt Murphy","27","R","SR353","MEMORIAL - WILLIAM MURPHY","S","Resolution Adopted","5/31/2013"
"Matt Murphy","27","R","SR381","MEMORIAL - MARIE E. KELLY","S","Resolution Adopted","6/19/2013"
"Matt Murphy","27","R","SR382","MEMORIAL - KATHLEEN PLUTH","S","Resolution Adopted","6/19/2013"
"Matt Murphy","27","R","SR383","SUPPORTS FLAT TAX","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SR535","MEMORIAL - VINCENT IUORIO","S","Resolution Adopted","10/23/2013"
"Matt Murphy","27","R","SR642","MEMORIAL - MICHAEL MULLEN, SR.","S","Resolution Adopted","10/23/2013"
"Matt Murphy","27","R","SR653","MEMORIAL - BETTE B. NOVAK","S","Resolution Adopted","10/23/2013"
"Matt Murphy","27","R","SR742","FINANCIAL TRANSACTIONS TAX","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SR851","MEMORIAL - DAVID J. REGNER","S","Resolution Adopted","1/29/2014"
"Matt Murphy","27","R","SR852","MEMORIAL - GEANIE KUEHNAU","S","Resolution Adopted","1/29/2014"
"Matt Murphy","27","R","SR853","MEMORIAL - PEARL BLEERS","S","Resolution Adopted","1/29/2014"
"Matt Murphy","27","R","SR854","MEMORIAL - DON MAURICE JACOBS","S","Resolution Adopted","1/29/2014"
"Matt Murphy","27","R","SR891","MEMORIAL - ROBERT BERGMAN","S","Resolution Adopted","2/5/2014"
"Matt Murphy","27","R","SR892","MEMORIAL - GERALD ANDERSON","S","Resolution Adopted","2/5/2014"
"Matt Murphy","27","R","SR931","MEMORIAL - PAULA L. ULREICH","S","Resolution Adopted","2/20/2014"
"Matt Murphy","27","R","SR1045","MEMORIAL - JOHN N. DENATALE","S","Resolution Adopted","4/3/2014"
"Matt Murphy","27","R","SR1046","MEMORIAL - ROGER B. MORRISON","S","Resolution Adopted","4/3/2014"
"Matt Murphy","27","R","SR1238","MEMORIAL - WILLIAM H. SCHNECK","S","Resolution Adopted","5/31/2014"
"Matt Murphy","27","R","SR1353","MEMORIAL - PHILIP CRUSIUS","S","Resolution Adopted","11/20/2014"
"Matt Murphy","27","R","SR1354","MEMORIAL - PATRICIA GORDON","S","Resolution Adopted","11/20/2014"
"Matt Murphy","27","R","SR1355","MEMORIAL - MEGAN BLENNER","S","Resolution Adopted","11/20/2014"
"Matt Murphy","27","R","SR1446","MEMORIAL - ROBERT FINN","S","Resolution Adopted","11/20/2014"
"Matt Murphy","27","R","SR1447","MEMORIAL - JOSEPH FARRELL","S","Resolution Adopted","11/20/2014"
"Matt Murphy","27","R","SR1448","MEMORIAL - MARY CADIGAN","S","Resolution Adopted","11/20/2014"
"Matt Murphy","27","R","SR1680","MEMORIAL - TERRENCE P. ALLEN","S","Resolution Adopted","12/4/2014"
"Matt Murphy","27","R","SR1681","MEMORIAL - CLARENCE SCHAWK","S","Resolution Adopted","12/4/2014"
"Matt Murphy","27","R","SR1682","MEMORIAL - JODY L. ALSUP-YOUNG","S","Resolution Adopted","12/4/2014"
"Matt Murphy","27","R","SR1706","MEMORIAL - ANNA HELMER","S","Resolution Adopted","12/4/2014"
"Matt Murphy","27","R","SJRCA14","CONAMEND-2/3 VOTE LAME DUCK","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SJRCA20","PENSION FUNDING & FAIRNESS","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SJRCA21","REVENUE/FINANCE INCREASES","S","Session Sine Die","1/13/2015"
"Matt Murphy","27","R","SJRCA22","CONAMEND- LEGISLATURE LIMITS","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB31","UNIFORM COLLABORATIVE LAW ACT","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB850","EPA-LANDSCAPE WASTE-FOOD SCRAP","S","Public Act . . . . . . . . . 98-0146","8/2/2013"
"Michael Noland","22","D","SB1097","BUSINESS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1260","ENERGY-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1267","ENERGY-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1268","ENERGY-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1270","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1271","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1272","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1275","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1276","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1277","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1278","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1279","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1281","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1282","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1283","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1295","COURTS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1296","COURTS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1297","COURTS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1344","FOREST PRESERVE-MINING","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1403","PROP TX-PROTESTS","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1417","FIRE PROTECTION OPEN BURNING","S","Public Act . . . . . . . . . 98-0279","8/9/2013"
"Michael Noland","22","D","SB1458","GAS PIPELINE-NOPV-EVALUATION","S","Public Act . . . . . . . . . 98-0526","8/23/2013"
"Michael Noland","22","D","SB1459","ELEC CD-EQUIPMENT/AUDITS","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1545","INC TX-FIREFIGHTER CHECKOFF","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1607","IL CLEAN ELECTIONS ACT","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1622","EDUCATION OMBUDSMAN","S","Third Reading - Lost; 022-026-000","4/23/2013"
"Michael Noland","22","D","SB1748","LINE OF DUTY-COURT SECURITY","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1759","GOOD SAMARITAN-FREE MED CLINIC","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB1917","CONVEYANCE-KANE COUNTY-APPLIC","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2169","SALES TX-FRANCHISOR RETURN","S","Public Act . . . . . . . . . 98-0496","8/16/2013"
"Michael Noland","22","D","SB2583","VEH CD-CITATIONS-SIGN & DRIVE","S","Public Act . . . . . . . . . 98-0870","8/11/2014"
"Michael Noland","22","D","SB2609","CRIM CD-EXCLUDED LIMITATION","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2675","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2676","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2685","PROP TX-SENIOR FREEZE","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2700","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2701","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2702","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2705","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2706","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2707","REVENUE-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2709","CD CORR-COMMUNITY SERVICE","S","Public Act . . . . . . . . . 98-0824;","8/1/2014"
"Michael Noland","22","D","SB2718","COURTS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2719","COURTS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2720","COURTS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2725","CORRECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2738","CORRECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2739","CORRECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2740","CORRECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2741","CORRECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2856","ENERGY-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2857","ENERGY-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2858","ENERGY-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2859","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2860","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB2861","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3108","LOCGOV-TAX LEVIES: SPRINKLERS","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3125","CARNIVAL & AMUSEMENT RIDES","S","Public Act . . . . . . . . . 98-0769","7/16/2014"
"Michael Noland","22","D","SB3126","INC TX-MINIMUM WAGE","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3220","PROP TX-DISABLED VETERANS","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3371","MOTOR VEHICLE REMOVAL","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3447","IDOR-LOCAL GOVERNMENT","S","Public Act . . . . . . . . . 98-1049","8/25/2014"
"Michael Noland","22","D","SB3448","ROTA-REGISTRATION","S","Public Act . . . . . . . . . 98-0974","8/15/2014"
"Michael Noland","22","D","SB3449","INC TX-EDUCATION","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3509","VEH CD-ONLINE INSURANCE","S","Public Act . . . . . . . . . 98-1134","12/29/2014"
"Michael Noland","22","D","SB3556","GENETIC COUNSELOR ACT-SUNSET","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3663","RIVERBOAT GAMING-TAXES","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SB3675","MECHANICS LIENS; FORECLOSURE","S","Session Sine Die","1/13/2015"
"Michael Noland","22","D","SR694","MEMORIAL - JIM HANSEN","S","Resolution Adopted","11/7/2013"
"Michael Noland","22","D","SR1142","MEMORIAL - GORDON R. SCHNULLE","S","Resolution Adopted","5/8/2014"
"Michael Noland","22","D","SR1173","LAO VETS-VIETNAM WAR","S","Resolution Adopted","5/30/2014"
"Michael Noland","22","D","SJRCA52","CONAMEND- LEGISLATURE LIMITS","S","Session Sine Die","1/13/2015"
"Jim Oberweis","25","R","SB2004","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Jim Oberweis","25","R","SB2015","GOVERNMENT-TECH","S","Public Act . . . . . . . . . 98-1128","12/4/2014"
"Jim Oberweis","25","R","SB2026","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Jim Oberweis","25","R","SB2356","VEH CD-SPEED LIMITS-70 MPH","S","Public Act . . . . . . . . . 98-0511","8/19/2013"
"Jim Oberweis","25","R","SB2629","CAR SALES ON SUNDAY","S","Session Sine Die","1/13/2015"
"Jim Oberweis","25","R","SB2901","URBAN DISTRICT SPEED LIMITS","S","Session Sine Die","1/13/2015"
"Jim Oberweis","25","R","SB3555","PENCD-ST SYS-CREDITS-FUNDING","S","Session Sine Die","1/13/2015"
"Jim Oberweis","25","R","SR105","MEMORIAL - AURELLA HALL","S","Resolution Adopted","3/1/2013"
"Jim Oberweis","25","R","SR117","MEMORIAL RALPH R DANTINO","S","Resolution Adopted","3/1/2013"
"Jim Oberweis","25","R","SR118","MEMORIAL MARGARET E DEVICK","S","Resolution Adopted","3/1/2013"
"Jim Oberweis","25","R","SR127","MEMORIAL DAVID A SCHELE","S","Resolution Adopted","3/1/2013"
"Jim Oberweis","25","R","SR170","MEMORIAL - MARY HILL","S","Resolution Adopted","3/21/2013"
"Jim Oberweis","25","R","SR171","MEMORIAL - KENNETH J WEAVER","S","Resolution Adopted","3/21/2013"
"Jim Oberweis","25","R","SR302","MEMORIAL - CAPT. BRANDON CYR","S","Resolution Adopted","5/17/2013"
"Jim Oberweis","25","R","SR309","GA CHESS TOURNAMENT","S","Resolution Adopted","5/30/2013"
"Jim Oberweis","25","R","SR350","MEMORIAL - LEONARD A DOUGLAS","S","Resolution Adopted","5/31/2013"
"Jim Oberweis","25","R","SR356","MEMORIAL - BETTY ANN RICH","S","Resolution Adopted","5/31/2013"
"Jim Oberweis","25","R","SR416","MEMORIAL - MARTHA BERG","S","Resolution Adopted","7/9/2013"
"Jim Oberweis","25","R","SR422","MEMORIAL - MARTIN A. POWERS","S","Resolution Adopted","7/9/2013"
"Jim Oberweis","25","R","SR500","MEMORIAL - DANNY GONZALEZ","S","Resolution Adopted","10/23/2013"
"Jim Oberweis","25","R","SR691","MEMORIAL - JIM HANSEN","S","Resolution Adopted","11/7/2013"
"Jim Oberweis","25","R","SR909","MEMORIAL - JAMES WYLLIE","S","Resolution Adopted","2/20/2014"
"Jim Oberweis","25","R","SR1145","LOREN ABDALLA - MED OF HONOR","S","Resolution Adopted","5/19/2014"
"Jim Oberweis","25","R","SR1170","MEMORIAL - HANSEL DEBARTOLO JR","S","Resolution Adopted","5/8/2014"
"Jim Oberweis","25","R","SR1422","MEMORIAL - CAROLE A. MICHELS","S","Resolution Adopted","11/20/2014"
"Christine Radogno","41","R","SB1245","PUBLIC SAFETY EMPLOYEE BENEFIT","S","Public Act . . . . . . . . . 98-0561","8/27/2013"
"Christine Radogno","41","R","SB1550","SCH CD-SPEC ED-TRANSITION SERV","S","Public Act . . . . . . . . . 98-0517","8/22/2013"
"Christine Radogno","41","R","SB1551","STATE TREASURER ACT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1552","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1553","STATE TREASURER ACT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1554","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1555","FINANCE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1556","FINANCE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1557","FINANCE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1558","ACCEPTANCE OF CREDIT CARD-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1559","FINANCE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1560","CIVIL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1847","WORK COMP-OD-FIREFIGHTER-EMT","S","Public Act . . . . . . . . . 98-0291","8/9/2013"
"Christine Radogno","41","R","SB1937","PROP TX-DISABLED PERSON","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1962","AGRICULTURE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1963","AGRICULTURE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1964","AGRICULTURE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1965","AGRICULTURE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1966","AGRICULTURE-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1970","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1971","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1972","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1973","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1974","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1975","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1976","CRIMINAL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1977","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1978","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1979","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1980","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1981","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1982","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1984","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1986","EDUCATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1987","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1989","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1990","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1992","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1993","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1994","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1995","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB1997","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2000","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2001","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2006","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2007","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2008","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2009","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2016","GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2017","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2018","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2019","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2020","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2021","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2022","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2023","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2024","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2025","STATE GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2027","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2028","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2029","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2030","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2031","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2032","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2033","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2034","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2035","PUBLIC EMPLOYEE BENEFITS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2036","ELECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2037","ELECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2038","ELECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2039","ELECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2040","ELECTIONS-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2041","REGULATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2042","CIVIL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2044","CIVIL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2045","CIVIL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2046","CIVIL LAW-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2048","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2049","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2050","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2051","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2052","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2053","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2054","TRANSPORTATION-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2055","LOCAL GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2056","LOCAL GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2057","LOCAL GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2058","LOCAL GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
"Christine Radogno","41","R","SB2059","LOCAL GOVERNMENT-TECH","S","Session Sine Die","1/13/2015"
